,Nod_ref,Way_Id,highway,junction,lanes,name,color,size1,size2,Lon,Lat
11377,"[1758627782, 1758627780, 1758629880, 1758629882, 1758627781, 1758627783]",164210816,pedestrian,,,,#A9A9A9,peque,1,"[-3.6034612999999998, -3.6023540000000001, -3.6023252000000001, -3.6022656000000004, -3.6022048999999998, -3.6021915]","[37.1556286, 37.155287299999998, 37.155313399999997, 37.155420499999998, 37.155418900000001, 37.155652500000002]"
11378,"[1758629881, 1197482360]",164211152,pedestrian,,,,#A9A9A9,peque,1,"[-3.6019821000000003, -3.6017424]","[37.155375599999999, 37.155364700000007]"
11379,"[1758629880, 1758629879, 1758629881, 1758629883]",164211153,pedestrian,,,,#A9A9A9,peque,1,"[-3.6023252000000001, -3.6019921999999998, -3.6019821000000003, -3.6019705000000002]","[37.155313399999997, 37.155201899999994, 37.155375599999999, 37.1556432]"
11380,"[1758642758, 1758642760]",164212411,pedestrian,,,,#A9A9A9,peque,1,"[-3.5882999999999998, -3.5884752999999998]","[37.163192899999999, 37.163515799999999]"
11381,"[1758642759, 1758642758, 1758642757, 1758642756]",164212412,pedestrian,,,,#A9A9A9,peque,1,"[-3.5876297999999993, -3.5882999999999998, -3.5885101000000001, -3.5883562000000007]","[37.163440299999998, 37.163192899999999, 37.163115300000001, 37.162842299999994]"
11382,"[1519387718, 1931259299, 1931259314, 265956123, 265956122, 1759827565, 1519387720, 1423131241, 1519387718]",164212576,pedestrian,,,Plaza De Don Pedro Manjón,#A9A9A9,peque,1,"[-3.5842232000000003, -3.5842178999999996, -3.5841653, -3.5841592000000002, -3.5843148, -3.5843148, -3.5842923999999998, -3.5842537999999999, -3.5842232000000003]","[37.163123200000001, 37.163137299999995, 37.163278000000005, 37.163294499999999, 37.163346500000003, 37.163286799999995, 37.163228600000004, 37.163156200000003, 37.163123200000001]"
11384,"[1758648283, 1758648282, 1758648288, 1758648290, 1758648293, 1758648295, 1758648294, 1758648291, 1758648289, 1758648284, 1758648283]",164212912,footway,,,,#FF6347,linea,1,"[-3.5857813999999997, -3.5858618999999998, -3.5859139999999998, -3.5859150999999998, -3.5858788000000001, -3.5857949000000002, -3.5857300000000003, -3.5856759, -3.5856716, -3.5857047999999994, -3.5857813999999997]","[37.1647581, 37.164772900000003, 37.164823799999994, 37.164891900000001, 37.164935200000002, 37.164960499999999, 37.164946499999999, 37.164895700000002, 37.164833100000003, 37.164787200000006, 37.1647581]"
11385,"[1758648268, 1758648269, 1758648265, 1758648267, 1758648272, 4254515466, 1758648277, 1758648279, 1758648286, 1758648298, 1758648302, 1758648306, 1758648311, 1758648312]",164212913,footway,,,,#FF6347,linea,1,"[-3.5828516000000001, -3.5831532999999998, -3.5839016000000004, -3.5843404999999997, -3.5852032999999994, -3.5857762000000002, -3.5858991999999996, -3.5860288000000002, -3.5861638999999994, -3.5862324999999995, -3.5863554999999998, -3.5865409000000001, -3.5867777000000003, -3.5869082999999997]","[37.163790999999996, 37.163866999999996, 37.163603700000003, 37.163744399999999, 37.164123700000005, 37.164349100000003, 37.164419099999996, 37.164516799999994, 37.164790799999999, 37.164994499999999, 37.165125200000006, 37.165235600000003, 37.165379200000004, 37.165410999999999]"
11386,"[1758648277, 1758648284]",164212914,footway,,,,#FF6347,linea,1,"[-3.5858991999999996, -3.5857047999999994]","[37.164419099999996, 37.164787200000006]"
11387,"[1758648279, 1758648282]",164212915,footway,,,,#FF6347,linea,1,"[-3.5860288000000002, -3.5858618999999998]","[37.164516799999994, 37.164772900000003]"
11388,"[1758648286, 1758648288]",164212916,footway,,,,#FF6347,linea,1,"[-3.5861638999999994, -3.5859139999999998]","[37.164790799999999, 37.164823799999994]"
11389,"[1758648269, 1758648270, 1758648284]",164212917,footway,,,,#FF6347,linea,1,"[-3.5831532999999998, -3.5833084999999998, -3.5857047999999994]","[37.163866999999996, 37.163969299999998, 37.164787200000006]"
11390,"[1758648272, 1758648271, 1758648274, 1758648273]",164212918,footway,,,,#FF6347,linea,1,"[-3.5852032999999994, -3.5852767999999995, -3.5858699999999999, -3.5859421]","[37.164123700000005, 37.164110799999996, 37.164228999999999, 37.164198999999996]"
11391,"[1758648311, 1758648307, 1758648304, 1758648294]",164212919,footway,,,,#FF6347,linea,1,"[-3.5867777000000003, -3.5859326, -3.5856013999999994, -3.5857300000000003]","[37.165379200000004, 37.165250799999995, 37.165184799999999, 37.164946499999999]"
11392,"[620816360, 1758648307, 1758648301, 1758648297, 1758648293]",164212920,footway,,,,#FF6347,linea,1,"[-3.5859003999999999, -3.5859326, -3.5859436000000002, -3.5859050000000003, -3.5858788000000001]","[37.1653935, 37.165250799999995, 37.1651144, 37.164984600000004, 37.164935200000002]"
11393,"[1758648267, 1758648266, 1758648264, 1758648262, 1758648261]",164212921,footway,,,,#FF6347,linea,1,"[-3.5843404999999997, -3.5843101000000002, -3.5841887000000003, -3.5841224, -3.5841059]","[37.163744399999999, 37.163654299999997, 37.163564100000002, 37.163511299999996, 37.163478300000001]"
11394,"[1758648265, 1758648263, 1758648261, 1758648260, 1758648259, 1758648258]",164212922,footway,,,,#FF6347,linea,1,"[-3.5839016000000004, -3.5839650999999999, -3.5841059, -3.5843017999999995, -3.5843736000000006, -3.5844103999999999]","[37.163603700000003, 37.163517900000002, 37.163478300000001, 37.163447499999997, 37.163438700000007, 37.163413399999996]"
11395,"[620816361, 1758648312, 1758648310, 1758648303, 1758648299, 1758648292, 1758648287, 1758648281, 1758648280]",164212923,footway,,,,#FF6347,linea,1,"[-3.5868342000000006, -3.5869082999999997, -3.5869238999999999, -3.5867209000000004, -3.5865726000000002, -3.5864633000000001, -3.5864203999999997, -3.5863970000000003, -3.5864413000000002]","[37.165541799999993, 37.165410999999999, 37.165358099999999, 37.165152800000001, 37.1650347, 37.164900899999999, 37.164801399999995, 37.164670700000002, 37.164626700000007]"
11396,"[1426439469, 1759437455, 1426439534, 1759437453, 1759437454]",164295398,service,,,,#FFFFFF,medio,1,"[-3.5778067000000005, -3.5775622000000005, -3.5770254000000001, -3.5775021000000002, -3.5780322999999998]","[37.171223900000001, 37.171052699999997, 37.170590300000001, 37.170234399999998, 37.170715399999999]"
11397,"[1072845547, 1759437457, 1759437459, 1759437461, 1759437463, 2073235531, 1759437465, 1906520620]",164295399,residential,,,,#FFFFFF,medio,1,"[-3.5779727000000001, -3.5781092999999999, -3.5782898000000003, -3.5785025000000004, -3.5787082000000003, -3.5788177999999999, -3.5788724999999997, -3.5789587999999997]","[37.171436499999999, 37.171549499999998, 37.171699700000005, 37.171900100000002, 37.172125899999998, 37.172251000000003, 37.172313399999993, 37.172382399999996]"
11398,"[1906520613, 1759437464, 1759437462, 1759437460, 1759437458, 1759437456, 1072845547]",164295400,residential,,,,#FFFFFF,medio,1,"[-3.5789836000000004, -3.5788989999999998, -3.5787377999999999, -3.5785412000000005, -3.5783382000000006, -3.5781287000000006, -3.5779727000000001]","[37.172319099999996, 37.172292999999996, 37.1721158, 37.171882099999998, 37.1716792, 37.171527699999999, 37.171436499999999]"
11402,"[1160104316, 1160104337, 533630464]",164297426,residential,,,Placeta Comino,#FFFFFF,medio,1,"[-3.5926419000000003, -3.5923868999999997, -3.5922692000000005]","[37.1804165, 37.180504900000003, 37.180652600000002]"
11403,"[1759517459, 1759517456]",164299373,pedestrian,,,Calle Clavellina,#A9A9A9,peque,1,"[-3.5942415999999997, -3.5937082999999999]","[37.164517500000002, 37.164449900000001]"
11404,"[49943548, 354662177, 1645784118, 354662173, 354662172, 1645784127, 581031388, 49943548]",164339213,pedestrian,,,Plaza Bibataubín,#A9A9A9,peque,1,"[-3.5974227999999995, -3.5977351000000004, -3.5979013999999996, -3.5980205999999999, -3.5980341, -3.5979809999999999, -3.5979247999999999, -3.5974227999999995]","[37.1716494, 37.171451599999997, 37.171613200000003, 37.171728999999999, 37.171802500000005, 37.171863799999997, 37.171928799999996, 37.1716494]"
11405,"[1759812864, 1759812860, 1759812859, 1759812857, 1759812855, 1759812856, 1759812858, 1759812861, 1759812863, 1759812865, 1759812868, 1759812871, 1759812875, 1759812877, 1759812876, 1759812873, 1759812870, 1759812869, 1759812867, 1759812864]",164340345,tertiary,roundabout,,,#FFFFFF,grande,1,"[-3.6041103999999997, -3.6040836999999999, -3.6040417000000002, -3.6039998, -3.6039425999999999, -3.6039025000000002, -3.6038701, -3.6038491000000001, -3.6038472000000001, -3.6038547999999997, -3.6038796000000004, -3.6039157999999998, -3.6039616000000003, -3.6039905000000001, -3.6040352999999996, -3.6040722999999999, -3.6041046999999997, -3.6041199999999995, -3.6041218999999995, -3.6041103999999997]","[37.157117900000003, 37.1570769, 37.157054100000003, 37.157038899999996, 37.157032799999996, 37.157035799999996, 37.157054100000003, 37.157078399999996, 37.1571164, 37.1571468, 37.157175700000003, 37.157209100000003, 37.157230400000003, 37.157238599999999, 37.157238200000002, 37.157224299999996, 37.157206099999996, 37.157181799999996, 37.157148299999996, 37.157117900000003]"
11406,"[1704606824, 1704606826, 1704606815, 1074120998]",164340972,pedestrian,,,,#A9A9A9,peque,1,"[-3.5980555000000001, -3.5979389999999998, -3.5978001000000002, -3.5977688999999997]","[37.179594899999998, 37.179616100000004, 37.179355899999997, 37.179355399999999]"
11407,"[1759821564, 1759821565]",164341131,residential,,,Calle Baratillos,#FFFFFF,medio,1,"[-3.5999693000000001, -3.6001111000000003]","[37.177506999999999, 37.177646200000005]"
11408,"[1759827563, 1519387720]",164341709,steps,,,Cuesta Alcazaba,#FF0000,peque,1,"[-3.5846114, -3.5842923999999998]","[37.163067900000001, 37.163228600000004]"
11409,"[1759827559, 1759827560]",164341710,steps,,,Cuesta de Vacares,#FF0000,peque,1,"[-3.5841143999999998, -3.5842084000000001]","[37.162886600000007, 37.162951100000001]"
11410,"[1759827564, 1759827562, 1759827561, 1519387716]",164341711,pedestrian,,,,#A9A9A9,peque,1,"[-3.5841982000000003, -3.5843034, -3.5843347999999997, -3.5844681999999999]","[37.1630994, 37.163020000000003, 37.163007100000002, 37.162910199999999]"
11411,"[1759866806, 1722669840, 581052433, 544810548, 544810574, 581052438, 1678456073, 544810503, 581047737, 581047739, 544810784]",164344347,residential,,,Calle Agustín Lara,#FFFFFF,medio,1,"[-3.5963733999999996, -3.5960607000000002, -3.5952942000000001, -3.5949193999999998, -3.5948693, -3.5944858000000002, -3.5940501000000005, -3.5940023000000001, -3.5936797999999994, -3.5927620000000005, -3.5922602999999995]","[37.163597199999998, 37.163555299999999, 37.163452599999999, 37.163402399999995, 37.163395700000002, 37.163344399999993, 37.163285999999999, 37.163279600000003, 37.163236400000002, 37.163113500000001, 37.163046299999998]"
11412,"[1759866806, 1759866808, 581052431, 581052435, 1759866806]",164344348,pedestrian,,,Plaza del Ángel,#A9A9A9,peque,1,"[-3.5963733999999996, -3.5963731000000001, -3.5966722999999998, -3.5966587999999997, -3.5963733999999996]","[37.163597199999998, 37.164039899999999, 37.163892299999993, 37.163635399999997, 37.163597199999998]"
11413,"[1759883778, 558522558]",164346216,pedestrian,,,Calle Alpujarra,#A9A9A9,peque,1,"[-3.6027406000000002, -3.6027472]","[37.168616799999995, 37.168345799999997]"
11414,"[1759912285, 1187137152]",164349714,service,,,Plaza Aliatar,#FFFFFF,medio,1,"[-3.591453, -3.5911328999999999]","[37.182620399999998, 37.182865999999997]"
11416,"[1760117403, 1760117274]",164372208,track,,,Paseo Fuente de la Bicha,0,0,0,"[-3.5661169000000004, -3.5661047999999997]","[37.160771600000004, 37.160653600000003]"
11417,"[1760117304, 1519338985]",164372209,track,,,,0,0,0,"[-3.5687590999999999, -3.5687507000000007]","[37.161151399999994, 37.161213700000005]"
11420,"[1760117294, 1760117304]",164372212,track,,,,0,0,0,"[-3.5687851999999998, -3.5687590999999999]","[37.161001899999995, 37.161151399999994]"
11423,"[1011089341, 1012789349]",165014744,residential,,,Calle Blas de Otero,#FFFFFF,medio,1,"[-3.6060682000000002, -3.605607]","[37.151845299999998, 37.151692799999992]"
11424,"[1377418649, 1377418496]",165014745,residential,,,Calle Graham Bell,#FFFFFF,medio,1,"[-3.6118322999999997, -3.6127211999999997]","[37.155037399999998, 37.1552206]"
11425,"[1012790106, 1012789957, 1012789292, 1012789487, 1012789212]",165014746,residential,,,Calle Juan XXIII,#FFFFFF,medio,1,"[-3.607094, -3.6070035000000003, -3.6069114999999998, -3.6068001999999999, -3.6065260000000001]","[37.149965299999998, 37.150110699999999, 37.150249700000003, 37.150383900000001, 37.150623400000001]"
11426,"[1765955303, 1011089341]",165014747,pedestrian,,,Calle Vicente Blasco Ibáñez,#A9A9A9,peque,1,"[-3.6065597, -3.6060682000000002]","[37.151103200000001, 37.151845299999998]"
11427,"[1377418674, 1431290689, 1431290691, 1431290699, 1431290701]",165014748,residential,,,,#FFFFFF,medio,1,"[-3.6125946000000004, -3.6125246, -3.6122302000000004, -3.6121428, -3.6119872000000002]","[37.154204100000001, 37.154187899999997, 37.1541195, 37.154052299999996, 37.153932599999997]"
11428,"[1765964029, 1765963994, 1765963992]",165015629,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6194413999999999, -3.6212711999999998, -3.6214486000000004]","[37.148393499999997, 37.147407100000002, 37.147311799999997]"
11429,"[283579330, 1765964076, 1212066546, 1765964077]",165015630,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6186273, -3.6187680000000002, -3.6188316, -3.6189129000000002]","[37.148658000000005, 37.148639299999999, 37.148648200000004, 37.148644899999994]"
11430,"[1765964060, 1765964067, 1765964073, 283579330]",165015631,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6189089999999995, -3.6188402000000002, -3.6187179999999999, -3.6186273]","[37.148534499999997, 37.148556599999999, 37.148606799999996, 37.148658000000005]"
11431,"[1765963955, 1765963960, 1765963982, 1765963992]",165015632,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6217980999999999, -3.6216442000000004, -3.6215321000000005, -3.6214486000000004]","[37.147156200000005, 37.147217900000001, 37.147266600000002, 37.147311799999997]"
11432,"[1765963918, 283579334, 1765963927]",165015633,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6221408999999998, -3.6220449999999995, -3.6219771000000001]","[37.146792100000006, 37.146864899999997, 37.147045899999995]"
11433,"[1765964029, 1765964033, 1765964037, 1765964039, 1765964049]",165015634,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6194413999999999, -3.6193458000000001, -3.6192625, -3.6191864999999996, -3.6191273000000002]","[37.148393499999997, 37.148423799999996, 37.148450399999994, 37.148465100000003, 37.148478099999998]"
11434,"[1765963992, 1765963989, 1765963973, 1765963966, 1765963963]",165015635,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6214486000000004, -3.6215413999999999, -3.6216553, -3.6217932999999998, -3.6218547999999995]","[37.147311799999997, 37.147281299999996, 37.147251099999998, 37.147248100000006, 37.147247200000002]"
11435,"[1765964072, 1765964065, 1765964053, 1765964036, 1765964029]",165015636,secondary,,,Avenida Fernando de los Ríos,#FFFF00,grande,1,"[-3.6192053, -3.6192551000000002, -3.6193199000000003, -3.6193736000000003, -3.6194413999999999]","[37.1486041, 37.148549299999999, 37.148491700000001, 37.148447400000002, 37.148393499999997]"
11436,"[1452493828, 1452493824, 1452493821]",165015638,residential,,,Calle Aristóteles,#FFFFFF,medio,1,"[-3.6181623999999997, -3.6177758999999998, -3.6169457]","[37.147186600000005, 37.146632599999997, 37.145489099999999]"
11437,"[1765963927, 1765963926, 1765963930, 1765963934, 1765963952, 1765963954, 1765963955, 1765963957, 1765963963, 1765963986, 1765963979, 1765963970, 1765963958, 1765963956, 1765963953, 3502806221, 1765963932, 1765963927]",165015639,secondary,roundabout,,,#FFFF00,grande,1,"[-3.6219771000000001, -3.6219127000000002, -3.6218607999999999, -3.6218355999999998, -3.6218102999999995, -3.6218027000000004, -3.6217980999999999, -3.6218140000000001, -3.6218547999999995, -3.6219144000000001, -3.6219845999999998, -3.6220224000000001, -3.6220635999999997, -3.6220838999999998, -3.6220714999999997, -3.6220542999999998, -3.6220334000000003, -3.6219771000000001]","[37.147045899999995, 37.1470445, 37.147061899999997, 37.147079299999994, 37.147105299999993, 37.147127500000003, 37.147156200000005, 37.147208500000005, 37.147247200000002, 37.147268299999993, 37.147264899999996, 37.147250200000002, 37.1472154, 37.147164200000006, 37.147109100000002, 37.147090999999996, 37.147069099999996, 37.147045899999995]"
11438,"[1765963858, 1765963853, 1765963842, 1765963855, 1765963860, 1765963865, 1765963872, 1765963876, 1765963881, 1765963887, 1765963889, 1765963888, 1765963885, 1765963878, 1765963874, 1765963869, 1765963867, 1765963862, 1765963858]",165015640,secondary,roundabout,,,#FFFF00,grande,1,"[-3.6282866999999999, -3.6282491000000001, -3.6282038999999995, -3.6281567999999997, -3.6281267000000001, -3.6281116, -3.6281097999999998, -3.6281249999999998, -3.6281413000000002, -3.6281605000000003, -3.6281955000000004, -3.6282327000000003, -3.6282665999999999, -3.6282890000000001, -3.6283064, -3.6283165999999998, -3.6283148999999999, -3.6283047999999996, -3.6282866999999999]","[37.143495000000001, 37.143476, 37.143471200000008, 37.143483799999998, 37.143506600000002, 37.143531799999998, 37.143572200000001, 37.143601200000006, 37.1436165, 37.143627799999997, 37.143637700000006, 37.143637400000003, 37.143627100000003, 37.143612899999994, 37.143593500000001, 37.143569599999999, 37.143533900000001, 37.143513800000001, 37.143495000000001]"
